open,close,high,low,volume,price_change,price_limit,volume_change,volume_limit,amplitude,difference,time
241.31,242.25,242.94,240,22900,0.64,0.002648897,351,0.0155661,0.012168371,0.003890567,2021/1/27 12:35
242,252.85,253,241.06,78155,10.6,0.04375645,55255,2.412882096,0.049287926,0.044788442,2021/1/27 12:36
253,253.72,256,251,52247,0.87,0.003440775,-25908,-0.331495106,0.01977457,0.002847538,2021/1/27 12:37
253.09,252.32,256,252.32,35641,-1.4,-0.005517894,-16606,-0.317836431,0.014504178,-0.003034842,2021/1/27 12:38
252.28,253,253.7,249,27721,0.68,0.00269499,-7920,-0.222215987,0.01862714,0.002853519,2021/1/27 12:39
253.28,251.52,253.28,250,27737,-1.48,-0.005849802,16,0.00057718,0.012964427,-0.006956522,2021/1/27 12:40
251.91,252.28,252.99,249,29088,0.76,0.003021628,1351,0.048707503,0.01586355,0.001471056,2021/1/27 12:41
252.48,254.21,254.5,252,29914,1.93,0.00765023,826,0.02839659,0.009909624,0.00685746,2021/1/27 12:42
254.48,249,254.5,247.46,42699,-5.21,-0.020494866,12785,0.427391857,0.027693639,-0.02155698,2021/1/27 12:43
249,245.11,250,245,38800,-3.89,-0.01562249,-3899,-0.091313614,0.020080321,-0.01562249,2021/1/27 12:44
245.02,246.97,247.95,243.39,18495,1.86,0.00758843,-20305,-0.523324742,0.018603892,0.007955612,2021/1/27 12:45
247,249,249,246.98,12476,2.03,0.008219622,-6019,-0.325439308,0.008179131,0.00809815,2021/1/27 12:46
248.97,247,249.9,246,24481,-2,-0.008032129,12005,0.962247515,0.015662651,-0.007911647,2021/1/27 12:47
247,246.79,247.23,245,11397,-0.21,-0.000850202,-13084,-0.534455292,0.00902834,-0.000850202,2021/1/27 12:48
247.2,247.08,248.94,247,8266,0.29,0.001175088,-3131,-0.274721418,0.007860934,-0.000486243,2021/1/27 12:49
247.23,242,247.23,241.63,29239,-5.08,-0.020560142,20973,2.537261069,0.022664724,-0.021167233,2021/1/27 12:50
242,244.39,244.39,241,26193,2.39,0.009876033,-3046,-0.104175929,0.014008264,0.009876033,2021/1/27 12:51
244.9,245.35,246.3,244.86,18028,0.96,0.003928148,-8165,-0.311724507,0.005892221,0.001841319,2021/1/27 12:52
245.94,245,246,243.98,15586,-0.35,-0.001426534,-2442,-0.135455957,0.008233136,-0.003831261,2021/1/27 12:53
245.33,242.67,245.33,242.5,12017,-2.33,-0.009510204,-3569,-0.228987553,0.01155102,-0.010857143,2021/1/27 12:54
242.86,243.5,245,242.86,12058,0.83,0.003420283,41,0.003411833,0.00881856,0.002637326,2021/1/27 12:55
243.43,234.81,243.43,234.44,58641,-8.69,-0.035687885,46583,3.863244319,0.036919918,-0.035400411,2021/1/27 12:56
234.4,233.52,234.4,229.12,60044,-1.29,-0.005493804,1403,0.02392524,0.022486265,-0.003747711,2021/1/27 12:57
233.52,222.32,233.52,222,55133,-11.2,-0.047961631,-4911,-0.081790021,0.049331963,-0.047961631,2021/1/27 12:58
222,230,230,220.01,57604,7.68,0.0345448,2471,0.044818892,0.044935228,0.035984167,2021/1/27 12:59
230,236.3,244.7,217.715,236735,6.3,0.027391304,179131,3.109697243,0.117326087,0.027391304,2021/1/27 13:00
236.82,243,243,236.6,49920,6.7,0.028353788,-186815,-0.789131307,0.027084215,0.026153195,2021/1/27 13:01
242.21,238,244.33,238,43643,-5,-0.020576132,-6277,-0.125741186,0.026049383,-0.017325103,2021/1/27 13:02
236.53,234.33,237.93,233,25484,-3.67,-0.015420168,-18159,-0.416080471,0.020714286,-0.009243697,2021/1/27 13:03
234.24,231.51,236.98,230,38798,-2.82,-0.012034311,13314,0.522445456,0.029787052,-0.011650237,2021/1/27 13:04
230.47,229.01,233,227,49990,-2.5,-0.01079867,11192,0.288468478,0.025916807,-0.006306423,2021/1/27 13:05
229.06,228.66,229.94,227,23578,-0.35,-0.001528318,-26412,-0.528345669,0.012837867,-0.001746649,2021/1/27 13:06
229.31,228.99,229.96,227.1001,20137,0.33,0.001443191,-3441,-0.145941132,0.012507216,-0.001399458,2021/1/27 13:07
228.31,229.72,244.33,228,33169,0.73,0.003187912,13032,0.647166907,0.071313158,0.006157474,2021/1/27 13:08
229.72,229,245.75,228,33456,-0.72,-0.00313425,287,0.008652658,0.077267978,-0.00313425,2021/1/27 13:09
228.36,224,228.45,222,39427,-5,-0.021834061,5971,0.178473219,0.028165939,-0.019039301,2021/1/27 13:10
223,222,225,208.98,35994,-2,-0.008928571,-3433,-0.087072311,0.071517857,-0.004464286,2021/1/27 13:11
222,215.97,222,215,82805,-6.03,-0.027162162,46811,1.300522309,0.031531532,-0.027162162,2021/1/27 13:12
215.0001,197.53,215.25,197.53,83023,-18.44,-0.085382229,218,0.002632691,0.082048433,-0.080891327,2021/1/27 13:13
210.97,204.99,212,201.57,109796,7.46,0.037766415,26773,0.322476904,0.052802106,-0.030273882,2021/1/27 13:14
202.6,209.8,214,199,139411,4.81,0.023464559,29615,0.269727495,0.073174301,0.035123665,2021/1/27 13:15
209.8,217.48,217.9,209.8,64594,7.68,0.036606292,-74817,-0.536664969,0.038608198,0.036606292,2021/1/27 13:16
217.9,222.51,223,217.0101,52891,5.03,0.023128564,-11703,-0.181177818,0.027542303,0.021197351,2021/1/27 13:17
222.55,214.96,223.34,213.02,58938,-7.55,-0.033931059,6047,0.11432947,0.046379938,-0.034110826,2021/1/27 13:18
214.96,214.95,217.7499,211.01,36848,-0.01,-4.65E-05,-22090,-0.374800638,0.031354205,-4.65E-05,2021/1/27 13:19
214.57,215.26,216.88,212,20313,0.31,0.001442196,-16535,-0.448735345,0.022702954,0.003210049,2021/1/27 13:20
215.85,216.17,217.35,213.77,27497,0.91,0.004227446,7184,0.353665141,0.016631051,0.001486574,2021/1/27 13:21
216.96,219.73,220,216.14,33474,3.56,0.01646852,5977,0.217369168,0.017856317,0.012813989,2021/1/27 13:22
219.89,218,219.99,216,25442,-1.73,-0.007873299,-8032,-0.239947422,0.018158649,-0.008601465,2021/1/27 13:23
216.54,217,218,216.12,12024,-1,-0.004587156,-13418,-0.527395645,0.008623853,0.002110092,2021/1/27 13:24
217,216.89,217.05,216.0601,13821,-0.11,-0.000506912,1797,0.149451098,0.004561751,-0.000506912,2021/1/27 13:25
216.56,213,217,213,27346,-3.89,-0.017935359,13525,0.978583315,0.018442528,-0.01641385,2021/1/27 13:26
213.39,203.15,214.85,203.15,43093,-9.85,-0.046244131,15747,0.575842902,0.054929577,-0.048075117,2021/1/27 13:27
203,209.15,212,202.11,35892,6,0.029534826,-7201,-0.167103706,0.048683239,0.030273197,2021/1/27 13:28
209.99,207.16,209.99,207.16,23449,-1.99,-0.009514702,-12443,-0.346678926,0.013530959,-0.013530959,2021/1/27 13:29
207.39,202.01,208,202.01,49308,-5.15,-0.024860012,25859,1.102776238,0.028914848,-0.025970265,2021/1/27 13:30
202.47,208,208.5,202,49179,5.99,0.029651997,-129,-0.002616208,0.032176625,0.027374882,2021/1/27 13:31
208.99,209.49,211,208,50222,1.49,0.007163462,1043,0.021208239,0.014423077,0.002403846,2021/1/27 13:32
209,210,210,207.51,21674,0.51,0.002434484,-28548,-0.568436144,0.011886009,0.004773498,2021/1/27 13:33
209.84,213.99,213.99,209,33771,3.99,0.019,12097,0.55813417,0.023761905,0.019761905,2021/1/27 13:34
214,213.28,215,212,42062,-0.71,-0.003317912,8291,0.2455065,0.014019347,-0.003364643,2021/1/27 13:35
213.99,215.89,216.5,213.28,44126,2.61,0.012237434,2064,0.04907042,0.015097524,0.008908477,2021/1/27 13:36
215.9,265,265,213.0001,41599,49.11,0.227476956,-2527,-0.057267824,0.240862939,0.227430636,2021/1/27 13:37
215.01,216.5,253.9,208.89,39128,-48.5,-0.183018868,-2471,-0.059400466,0.169849057,0.005622642,2021/1/27 13:38
216.5,250.43,265.01,215.6,22680,33.93,0.156720554,-16448,-0.420363934,0.228221709,0.156720554,2021/1/27 13:39
216.99,216.57,270.17,215.01,34294,-33.86,-0.135207443,11614,0.512081129,0.220261151,-0.001677115,2021/1/27 13:40
216.57,222,222,202,49597,5.43,0.025072725,15303,0.446229661,0.092348894,0.025072725,2021/1/27 13:41
